time	V(n007)
7.983886076087297e-04	2.503061e+00
7.999317588227302e-04	2.502145e+00
8.010711261361243e-04	2.501563e+00
8.021643194262905e-04	2.501413e+00
8.031568423975857e-04	2.501465e+00
8.045473946410471e-04	2.501553e+00
8.056537270228275e-04	2.501289e+00
8.068579183067236e-04	2.500842e+00
8.080849924720919e-04	2.500868e+00
8.092833777658529e-04	2.501034e+00
8.103164971722846e-04	2.500548e+00
8.113302518912349e-04	2.499537e+00
8.124375678909832e-04	2.498464e+00
8.136098633933192e-04	2.497572e+00
8.144068893818897e-04	2.497382e+00
8.154461922764773e-04	2.498007e+00
8.164080143027623e-04	2.499135e+00
8.173799936858602e-04	2.500231e+00
8.182797782021510e-04	2.500750e+00
8.191635868155715e-04	2.500698e+00
8.200985978049210e-04	2.500368e+00
8.210402364601959e-04	2.499963e+00
8.223201890729952e-04	2.499315e+00
8.232371500795407e-04	2.498996e+00
8.240580264721510e-04	2.499074e+00
8.246497957195575e-04	2.499434e+00
8.253237649565480e-04	2.499887e+00
8.259761563115156e-04	2.499989e+00
8.264720813247434e-04	2.499879e+00
8.270059990266802e-04	2.499855e+00
8.275002470274735e-04	2.499964e+00
8.280539217571327e-04	2.500036e+00
8.284748022477149e-04	2.499951e+00
8.289544982971601e-04	2.499712e+00
8.295087825563100e-04	2.499443e+00
8.299243361155903e-04	2.499390e+00
8.302072350570918e-04	2.499454e+00
8.304916107293662e-04	2.499495e+00
8.307872912676404e-04	2.499403e+00
8.311060450341486e-04	2.499178e+00
8.314511872643850e-04	2.498976e+00
8.320152158136542e-04	2.498940e+00
8.325530853103003e-04	2.499057e+00
8.331846253967381e-04	2.499022e+00
8.339094915288997e-04	2.498708e+00
8.345240359106867e-04	2.498550e+00
8.352837285315331e-04	2.498873e+00
8.361177889695407e-04	2.499713e+00
8.370278796753121e-04	2.500730e+00
8.382449402748791e-04	2.501811e+00
8.389747802712972e-04	2.502106e+00
8.396100186008363e-04	2.501965e+00
8.401868980573829e-04	2.501602e+00
8.407602567175967e-04	2.501271e+00
8.415515025352316e-04	2.501153e+00
8.425085659913316e-04	2.501469e+00
8.434055417941976e-04	2.501987e+00
8.447139998214264e-04	2.502481e+00
8.461208385766822e-04	2.502142e+00
8.475132653616539e-04	2.500854e+00
8.490272231524041e-04	2.499073e+00
8.500388092920973e-04	2.498322e+00
8.512894671842963e-04	2.498138e+00
8.523294059181695e-04	2.498167e+00
8.534437519362563e-04	2.498104e+00
8.548458058686465e-04	2.497992e+00
8.563930643499941e-04	2.497941e+00
8.577054729992306e-04	2.498080e+00
8.589156464644766e-04	2.498766e+00
8.600594896959045e-04	2.500011e+00
8.610143108204824e-04	2.500935e+00
8.621842685348621e-04	2.501280e+00
8.631350260699562e-04	2.501002e+00
8.641915823058058e-04	2.500574e+00
8.653741747315267e-04	2.500304e+00
8.666576380791397e-04	2.499910e+00
8.677055861416904e-04	2.499310e+00
8.688143846791168e-04	2.498647e+00
8.699166902972218e-04	2.498168e+00
8.709092398100163e-04	2.497970e+00
8.716808926496236e-04	2.498282e+00
8.725112530204083e-04	2.499190e+00
8.731497634949670e-04	2.499880e+00
8.740021323189137e-04	2.500366e+00
8.748102862153782e-04	2.500712e+00
8.756827362846351e-04	2.501287e+00
8.764272811435008e-04	2.501680e+00
8.774272903108659e-04	2.501800e+00
8.783303007480914e-04	2.501715e+00
8.794284197763023e-04	2.501437e+00
8.802617203979358e-04	2.501218e+00
8.815193346664758e-04	2.501222e+00
8.827341810352992e-04	2.501468e+00
8.840361698925464e-04	2.501522e+00
8.855269239306822e-04	2.501161e+00
8.866786596954887e-04	2.500997e+00
8.880038746041986e-04	2.501180e+00
8.890616687741587e-04	2.501192e+00
8.905548648368716e-04	2.500509e+00
8.920306013834953e-04	2.499506e+00
8.930815585663236e-04	2.499118e+00
8.941343079023596e-04	2.498996e+00
8.952020451746480e-04	2.498849e+00
8.968467291586850e-04	2.498689e+00
8.985364836353593e-04	2.498705e+00
8.995362183875533e-04	2.498842e+00
9.002627219491148e-04	2.498929e+00
9.010130399781408e-04	2.499132e+00
9.017698790457025e-04	2.499618e+00
9.026738131650178e-04	2.500231e+00
9.036723841209214e-04	2.500599e+00
9.043584431010073e-04	2.500524e+00
9.049436378630001e-04	2.500313e+00
9.056052294067595e-04	2.500241e+00
9.060692280383976e-04	2.500381e+00
9.066453345128800e-04	2.500589e+00
9.070799746037834e-04	2.500595e+00
9.074044186006692e-04	2.500521e+00
9.077052146429221e-04	2.500485e+00
9.081032226126516e-04	2.500532e+00
9.085423061391872e-04	2.500688e+00
9.091401627123554e-04	2.500978e+00
9.098764114937570e-04	2.501250e+00
9.109098190567641e-04	2.501334e+00
9.120757716067119e-04	2.500945e+00
9.132061982386080e-04	2.500164e+00
9.144094426083199e-04	2.499297e+00
9.156095637168115e-04	2.498634e+00
9.168198008953038e-04	2.498249e+00
9.178163026757388e-04	2.498235e+00
9.188207167993580e-04	2.498563e+00
9.200050990851361e-04	2.499269e+00
9.211024560668200e-04	2.499818e+00
9.222245300925713e-04	2.499947e+00
9.233080465155259e-04	2.499781e+00
9.244805488271301e-04	2.499714e+00
9.255791799817001e-04	2.500094e+00
9.267822208042604e-04	2.500767e+00
9.278707617525297e-04	2.501204e+00
9.285469141576037e-04	2.501264e+00
9.291026691602160e-04	2.501057e+00
9.295025683684591e-04	2.500717e+00
9.299064439977820e-04	2.500265e+00
9.302732179343955e-04	2.499852e+00
9.305233116396288e-04	2.499640e+00
9.307084944321267e-04	2.499572e+00
9.308728115551316e-04	2.499589e+00
9.310377319055609e-04	2.499659e+00
9.312244200321710e-04	2.499756e+00
9.314224401251992e-04	2.499827e+00
9.315769213196535e-04	2.499826e+00
9.317498962295326e-04	2.499744e+00
9.319387911260598e-04	2.499579e+00
9.321664558088875e-04	2.499351e+00
9.324995083910810e-04	2.499141e+00
9.328411118471548e-04	2.499209e+00
9.332434409385468e-04	2.499567e+00
9.336198224185188e-04	2.499875e+00
9.340913259072692e-04	2.500029e+00
9.346134834373541e-04	2.500129e+00
9.351608637575522e-04	2.500413e+00
9.356387251435285e-04	2.500794e+00
9.362174885830204e-04	2.501197e+00
9.366889288805289e-04	2.501277e+00
9.371632506135980e-04	2.501068e+00
9.376536535440599e-04	2.500778e+00
9.383526744836854e-04	2.500454e+00
9.394182660111036e-04	2.499979e+00
9.404224953843919e-04	2.499602e+00
9.412790472449176e-04	2.499492e+00
9.420273990775590e-04	2.499471e+00
9.428304993577409e-04	2.499298e+00
9.434751801833089e-04	2.499061e+00
9.440947093777568e-04	2.498894e+00
9.449334707724777e-04	2.498867e+00
9.458847410879407e-04	2.499112e+00
9.470520594342636e-04	2.499755e+00
9.481685439465908e-04	2.500518e+00
9.493346589928714e-04	2.501078e+00
9.499524369773202e-04	2.500930e+00
9.503020303350716e-04	2.500566e+00
9.507198839256421e-04	2.500047e+00
9.511571900842428e-04	2.499591e+00
9.517626360530296e-04	2.499064e+00
9.524701213824440e-04	2.498643e+00
9.533313602698879e-04	2.498529e+00
9.542520174057542e-04	2.498837e+00
9.552729795485441e-04	2.499518e+00
9.565312976443467e-04	2.500331e+00
9.577347068564304e-04	2.500667e+00
9.587689886218938e-04	2.500592e+00
9.598705252547033e-04	2.500115e+00
9.606372369537510e-04	2.499476e+00
9.613725317175277e-04	2.498954e+00
9.622179672894220e-04	2.498815e+00
9.629188882874465e-04	2.498799e+00
9.636671871955467e-04	2.498567e+00
9.642074622802637e-04	2.498420e+00
9.649964912823992e-04	2.498673e+00
9.657964687144985e-04	2.499447e+00
9.663730111092931e-04	2.499979e+00
9.672524237838718e-04	2.500213e+00
9.680781544599813e-04	2.500114e+00
9.688846542385623e-04	2.500032e+00
9.698392151085207e-04	2.499838e+00
9.708351685318215e-04	2.499400e+00
9.715366277125344e-04	2.499288e+00
9.725121238488099e-04	2.499804e+00
9.733025355216480e-04	2.500390e+00
9.741910147801236e-04	2.500607e+00
9.750663994168153e-04	2.500344e+00
9.760106578937120e-04	2.499929e+00
9.772461575793395e-04	2.499521e+00
9.783228685237744e-04	2.499397e+00
9.794281229043994e-04	2.499422e+00
9.805143636991511e-04	2.499438e+00
9.816118995944706e-04	2.499595e+00
9.830919512433338e-04	2.500018e+00
9.841365430807545e-04	2.500045e+00
9.851755863033447e-04	2.499816e+00
9.861619300447610e-04	2.499799e+00
9.871847310831490e-04	2.500106e+00
9.884094114210097e-04	2.500783e+00
9.893330573303106e-04	2.501218e+00
9.903712458148516e-04	2.501210e+00
9.909426161310280e-04	2.501087e+00
9.916075696556849e-04	2.501070e+00
9.922946009883267e-04	2.501185e+00
9.930316896907747e-04	2.501463e+00
9.940143174915698e-04	2.501699e+00
9.950237211255152e-04	2.501250e+00
9.959597973256986e-04	2.500471e+00
9.969635544531434e-04	2.499831e+00
9.979709502383489e-04	2.499408e+00
9.990668641441591e-04	2.499116e+00
1.000160735680162e-03	2.499066e+00
1.001224088218972e-03	2.499351e+00
1.001821420036216e-03	2.499750e+00
1.002444286227475e-03	2.500184e+00
1.003049802557111e-03	2.500365e+00
1.003650465691156e-03	2.500366e+00
1.004272259278645e-03	2.500354e+00
1.005358775642101e-03	2.500523e+00
1.006544598533905e-03	2.500910e+00
1.007646393303762e-03	2.501142e+00
1.008622222532689e-03	2.500857e+00
1.009546756960980e-03	2.500154e+00
1.010602358593973e-03	2.499298e+00
1.011612288536913e-03	2.498662e+00
1.012577264817468e-03	2.498269e+00
1.013704478442972e-03	2.498147e+00
1.014731946946838e-03	2.498382e+00
1.015688265229683e-03	2.498797e+00
1.016812006092825e-03	2.499437e+00
1.018636810230686e-03	2.500463e+00
1.019703535687515e-03	2.500547e+00
1.020620999909714e-03	2.500412e+00
1.021539700907705e-03	2.500642e+00
1.022363957420666e-03	2.500956e+00
1.023216022405549e-03	2.501110e+00
1.024142306328414e-03	2.501268e+00
1.025068021604732e-03	2.501406e+00
1.026136602045310e-03	2.501143e+00
1.027054302404641e-03	2.500433e+00
1.028054987070608e-03	2.499588e+00
1.028937363485485e-03	2.499267e+00
1.029818895682912e-03	2.499278e+00
1.030614657742329e-03	2.499345e+00
1.031772845063500e-03	2.499535e+00
1.032694252092764e-03	2.499707e+00
1.033430341994635e-03	2.499817e+00
1.034212906744798e-03	2.499989e+00
1.034518560128628e-03	2.500131e+00
1.034774646863149e-03	2.500343e+00
1.035023825003495e-03	2.500628e+00
1.035296209605090e-03	2.500957e+00
1.035792822937712e-03	2.501437e+00
1.036487208179341e-03	2.501841e+00
1.037229182867456e-03	2.502028e+00
1.038250799368247e-03	2.502175e+00
1.039805642201184e-03	2.502438e+00
1.041915439721476e-03	2.502520e+00
1.044006866219771e-03	2.502028e+00
1.046447248366689e-03	2.501373e+00
1.048786786214965e-03	2.501006e+00
1.050426219007947e-03	2.500360e+00
1.052310073849500e-03	2.499218e+00
1.053489120939738e-03	2.498999e+00
1.055085503131801e-03	2.499487e+00
1.056331137985672e-03	2.499769e+00
1.057597035435877e-03	2.499678e+00
1.058831967553869e-03	2.499532e+00
1.060578187311058e-03	2.499715e+00
1.062277686881731e-03	2.500156e+00
1.063375286409783e-03	2.500097e+00
1.064624426676851e-03	2.499598e+00
1.065846903394052e-03	2.499151e+00
1.067548972676347e-03	2.498682e+00
1.069298121964799e-03	2.498099e+00
1.071523303659996e-03	2.497060e+00
1.072646874440093e-03	2.496614e+00
1.073680571408003e-03	2.496602e+00
1.074836060270255e-03	2.497167e+00
1.075778766077390e-03	2.497999e+00
1.076745938299497e-03	2.498836e+00
1.077918703379956e-03	2.499463e+00
1.078922292241316e-03	2.499783e+00
1.079949043709112e-03	2.499894e+00
1.080967674635004e-03	2.500030e+00
1.081903530864385e-03	2.500608e+00
1.082703506205290e-03	2.501195e+00
1.083559316063479e-03	2.501547e+00
1.084554021697404e-03	2.501827e+00
1.085583146450078e-03	2.501990e+00
1.086924943644825e-03	2.501910e+00
1.088637947800105e-03	2.501499e+00
1.090199012142560e-03	2.500947e+00
1.091747074331942e-03	2.500374e+00
1.093145239533517e-03	2.499969e+00
1.094520654278496e-03	2.499918e+00
1.095545252471028e-03	2.500082e+00
1.096601202948239e-03	2.500120e+00
1.097505277860272e-03	2.500039e+00
1.098618761005548e-03	2.500148e+00
1.099518170988771e-03	2.500484e+00
1.100510330923582e-03	2.500882e+00
1.101784328354801e-03	2.501186e+00
1.103499092576596e-03	2.501036e+00
1.104714667831605e-03	2.500246e+00
1.105948367528400e-03	2.499063e+00
1.107250251512696e-03	2.498204e+00
1.108150606372962e-03	2.498178e+00
1.108814752231381e-03	2.498339e+00
1.109436850672094e-03	2.498268e+00
1.110098537245817e-03	2.498045e+00
1.110821225636389e-03	2.498029e+00
1.111630911576696e-03	2.498328e+00
1.112566849371510e-03	2.498728e+00
1.113512970093074e-03	2.498990e+00
1.115106891375880e-03	2.499255e+00
1.116979701262255e-03	2.499469e+00
1.118956789959155e-03	2.499873e+00
1.120834650128420e-03	2.500767e+00
1.122702932353180e-03	2.501875e+00
1.123916998560620e-03	2.502205e+00
1.124916612440192e-03	2.501814e+00
1.125657318412655e-03	2.501141e+00
1.126443133884240e-03	2.500565e+00
1.127210417232372e-03	2.500507e+00
1.128026742764954e-03	2.500809e+00
1.128858124884828e-03	2.501159e+00
1.130086424066034e-03	2.501582e+00
1.132060093088938e-03	2.501853e+00
1.133520802953148e-03	2.501303e+00
1.135248240602273e-03	2.500239e+00
1.136481779981205e-03	2.499871e+00
1.137810305869393e-03	2.499542e+00
1.139058811008546e-03	2.498905e+00
1.139874304143964e-03	2.498783e+00
1.140935475497760e-03	2.499428e+00
1.141912799954046e-03	2.500151e+00
1.142833575202218e-03	2.500278e+00
1.143787095312971e-03	2.500034e+00
1.144657747437558e-03	2.500016e+00
1.145680351130462e-03	2.500010e+00
1.146760620525663e-03	2.499491e+00
1.147734937076289e-03	2.498751e+00
1.148755540512918e-03	2.498160e+00
1.149458753610895e-03	2.498080e+00
1.150153295474673e-03	2.498369e+00
1.150863567816016e-03	2.498800e+00
1.151762170008494e-03	2.499197e+00
1.152826517890588e-03	2.499519e+00
1.153843638094751e-03	2.499569e+00
1.154881979405478e-03	2.499177e+00
1.155856324675450e-03	2.498753e+00
1.156895474345084e-03	2.498749e+00
1.158109377585374e-03	2.499180e+00
1.159106760133021e-03	2.499363e+00
1.160155642201119e-03	2.499108e+00
1.161134468730622e-03	2.498725e+00
1.162368920036747e-03	2.498549e+00
1.163639847754492e-03	2.499022e+00
1.165166293439900e-03	2.500174e+00
1.166504798443220e-03	2.501012e+00
1.168037393960311e-03	2.501314e+00
1.169280105250908e-03	2.501176e+00
1.170759248345581e-03	2.501009e+00
1.171863782440090e-03	2.501133e+00
1.172852220474897e-03	2.501271e+00
1.173672308755870e-03	2.501004e+00
1.174231157711984e-03	2.500481e+00
1.174891666486069e-03	2.499798e+00
1.175583328745503e-03	2.499346e+00
1.176085404897991e-03	2.499229e+00
1.176502232569566e-03	2.499305e+00
1.176809126200825e-03	2.499507e+00
1.177036970812519e-03	2.499753e+00
1.177234086254681e-03	2.499990e+00
1.177442086914558e-03	2.500191e+00
1.177608592108789e-03	2.500273e+00
1.177797589083498e-03	2.500262e+00
1.177999085273078e-03	2.500161e+00
1.178232215477460e-03	2.500007e+00
1.178524503785839e-03	2.499857e+00
1.178701557187315e-03	2.499831e+00
1.178879084736595e-03	2.499877e+00
1.179091645803716e-03	2.499986e+00
1.179318814752706e-03	2.500122e+00
1.179639513039252e-03	2.500289e+00
1.180041800150481e-03	2.500413e+00
1.180559820173525e-03	2.500375e+00
1.181026976436119e-03	2.500124e+00
1.181484978391968e-03	2.499791e+00
1.181972378312552e-03	2.499535e+00
1.182400946241832e-03	2.499383e+00
1.182857630725769e-03	2.499191e+00
1.183396395437401e-03	2.499020e+00
1.183955920837541e-03	2.499170e+00
1.184424677726993e-03	2.499616e+00
1.184960141425922e-03	2.500220e+00
1.185581905163612e-03	2.500702e+00
1.185985636649406e-03	2.500781e+00
1.186344737782762e-03	2.500697e+00
1.186787868888441e-03	2.500552e+00
1.187308462837054e-03	2.500388e+00
1.188342691873230e-03	2.500116e+00
1.188767035255108e-03	2.500165e+00
1.189109537920783e-03	2.500416e+00
1.189514175725732e-03	2.500807e+00
1.189927206217441e-03	2.501094e+00
1.190475646776366e-03	2.501215e+00
1.191132731438197e-03	2.501067e+00
1.191894099994723e-03	2.500800e+00
1.192752689717190e-03	2.500854e+00
1.193652013214163e-03	2.501401e+00
1.194563540227413e-03	2.502002e+00
1.195808240753752e-03	2.502289e+00
1.197264188991576e-03	2.501824e+00
1.198773565603344e-03	2.500703e+00
1.200282207683772e-03	2.499623e+00
1.201661365924613e-03	2.499188e+00
1.203058958905500e-03	2.499040e+00
1.204401677814581e-03	2.498798e+00
1.205843484420945e-03	2.498545e+00
1.207131169591939e-03	2.498677e+00
1.207872532699625e-03	2.499125e+00
1.208344941137573e-03	2.499554e+00
1.208793209267177e-03	2.499957e+00
1.209509024485943e-03	2.500536e+00
1.210201142367642e-03	2.500960e+00
1.211017714632586e-03	2.501176e+00
1.211767937046152e-03	2.501022e+00
1.212629047777954e-03	2.500575e+00
1.213475252426867e-03	2.500278e+00
1.214429332106857e-03	2.500244e+00
1.215362821382201e-03	2.500251e+00
1.216474199054889e-03	2.500242e+00
1.218004016302840e-03	2.500226e+00
1.219903187243925e-03	2.500039e+00
1.221814366935735e-03	2.499915e+00
1.222956193289698e-03	2.500184e+00
1.224037778575671e-03	2.500700e+00
1.225138781685937e-03	2.500857e+00
1.226018558186787e-03	2.500331e+00
1.227010457434810e-03	2.499458e+00
1.227801958416629e-03	2.499188e+00
1.228537906273156e-03	2.499243e+00
1.229286742270309e-03	2.499020e+00
1.229886871745119e-03	2.498618e+00
1.230520954002097e-03	2.498370e+00
1.231044081131837e-03	2.498435e+00
1.231547534290772e-03	2.498527e+00
1.232316344370723e-03	2.498428e+00
1.233005729257289e-03	2.498314e+00
1.233741522462947e-03	2.498338e+00
1.234489286308555e-03	2.498361e+00
1.235406407738743e-03	2.498383e+00
1.236369770864458e-03	2.498740e+00
1.237306358724538e-03	2.499438e+00
1.238142911682347e-03	2.499956e+00
1.239447100451897e-03	2.500036e+00
1.240776380179406e-03	2.499542e+00
1.241642772468626e-03	2.499468e+00
1.242663557544964e-03	2.500078e+00
1.243571956232440e-03	2.500766e+00
1.244603167852372e-03	2.501186e+00
1.245863698226133e-03	2.501378e+00
1.247036656434239e-03	2.501580e+00
1.248077556207700e-03	2.501814e+00
1.249817006433563e-03	2.502048e+00
1.252145380669059e-03	2.501652e+00
1.253895561252594e-03	2.500410e+00
1.255511083321039e-03	2.498779e+00
1.256399219726955e-03	2.498370e+00
1.257329062579851e-03	2.498699e+00
1.258176907174964e-03	2.499075e+00
1.259085325625743e-03	2.499027e+00
1.259801324503977e-03	2.498769e+00
1.260621021006131e-03	2.498646e+00
1.261202255246975e-03	2.498835e+00
1.261789168885426e-03	2.499212e+00
1.262342704730538e-03	2.499587e+00
1.263062557737043e-03	2.500007e+00
1.263586517164043e-03	2.500124e+00
1.264004889177383e-03	2.499957e+00
1.264489671936558e-03	2.499595e+00
1.264999263648915e-03	2.499308e+00
1.265656602729647e-03	2.499192e+00
1.266420203247100e-03	2.499274e+00
1.267308378787831e-03	2.499314e+00
1.268373728454156e-03	2.498911e+00
1.269432690731817e-03	2.498170e+00
1.270402854027181e-03	2.497626e+00
1.271408068994496e-03	2.497492e+00
1.272486381622411e-03	2.497871e+00
1.274040098238933e-03	2.499049e+00
1.275761961507095e-03	2.500489e+00
1.277574338149000e-03	2.501285e+00
1.278825489460481e-03	2.500848e+00
1.279835965663021e-03	2.499896e+00
1.280674374322133e-03	2.499190e+00
1.281625380643986e-03	2.498695e+00
1.282732627387441e-03	2.498255e+00
1.283876935137362e-03	2.498072e+00
1.285134566048252e-03	2.498522e+00
1.286313238248924e-03	2.499469e+00
1.287692912740493e-03	2.500432e+00
1.288812152041491e-03	2.500415e+00
1.289994637983578e-03	2.499681e+00
1.290876724181536e-03	2.499199e+00
1.291864927358389e-03	2.499006e+00
1.292766231624164e-03	2.498967e+00
1.293775177012729e-03	2.498953e+00
1.295250399942134e-03	2.498997e+00
1.296865847059257e-03	2.499365e+00
1.298396021318751e-03	2.500347e+00
1.299819626893443e-03	2.501427e+00
1.301091979265631e-03	2.501765e+00
1.302171713047321e-03	2.501503e+00
1.303349390471063e-03	2.501061e+00
1.304342235556294e-03	2.500864e+00
1.305087688945315e-03	2.501114e+00
1.305578869221771e-03	2.501508e+00
1.306057664938883e-03	2.501845e+00
1.306855029571881e-03	2.502246e+00
1.307647535054220e-03	2.502561e+00
1.308580609503438e-03	2.502542e+00
1.309715916406655e-03	2.501953e+00
1.311004975489373e-03	2.501154e+00
1.312332204491327e-03	2.500578e+00
1.314132527674081e-03	2.499830e+00
1.315816457914348e-03	2.498813e+00
1.316792919756719e-03	2.498318e+00
1.317695968618477e-03	2.498339e+00
1.318655045140384e-03	2.498722e+00
1.319600780661403e-03	2.499096e+00
1.320419495683729e-03	2.499396e+00
1.321273206782292e-03	2.499687e+00
1.321932361430072e-03	2.499960e+00
1.322504560120005e-03	2.500238e+00
1.323028309676046e-03	2.500291e+00
1.323299757391544e-03	2.500144e+00
1.323656680919641e-03	2.499818e+00
1.324048447325076e-03	2.499439e+00
1.324418669536886e-03	2.499159e+00
1.324700213848452e-03	2.499111e+00
1.324956002579988e-03	2.499254e+00
1.325230906271370e-03	2.499527e+00
1.325561316661469e-03	2.499835e+00
1.325915353826071e-03	2.500036e+00
1.326315852399998e-03	2.500173e+00
1.326737495708520e-03	2.500386e+00
1.327126731250449e-03	2.500692e+00
1.327555450207939e-03	2.500997e+00
1.328017942188370e-03	2.501118e+00
1.328505114783152e-03	2.501028e+00
1.329049223351352e-03	2.500789e+00
1.329850647551394e-03	2.500315e+00
1.331124864515299e-03	2.499453e+00
1.332437541692773e-03	2.498671e+00
1.333769013616397e-03	2.498089e+00
1.335008879788959e-03	2.497682e+00
1.335828671956946e-03	2.497652e+00
1.336805219432400e-03	2.498208e+00
1.337724143808772e-03	2.499202e+00
1.338434923988401e-03	2.499864e+00
1.339315982251742e-03	2.500135e+00
1.340287887908563e-03	2.499984e+00
1.341548564501810e-03	2.499761e+00
1.342686843363565e-03	2.500040e+00
1.343788810470251e-03	2.500696e+00
1.344884177618350e-03	2.501125e+00
1.346049926373542e-03	2.501100e+00
1.347181384312344e-03	2.500980e+00
1.348417791270509e-03	2.500893e+00
1.349720962208355e-03	2.500552e+00
1.350304685509236e-03	2.500252e+00
1.351032114008005e-03	2.499849e+00
1.351731168096755e-03	2.499575e+00
1.352197203269626e-03	2.499490e+00
1.352642177088178e-03	2.499470e+00
1.353079047390821e-03	2.499489e+00
1.353948386969561e-03	2.499664e+00
1.354573446468591e-03	2.499981e+00
1.355142122553120e-03	2.500417e+00
1.355756174272318e-03	2.500815e+00
1.356144604345076e-03	2.500893e+00
1.356491382783432e-03	2.500825e+00
1.356845878875436e-03	2.500691e+00
1.357479694959152e-03	2.500420e+00
1.358419674715714e-03	2.500009e+00
1.359304752253001e-03	2.499596e+00
1.360255217781771e-03	2.499262e+00
1.360782275297637e-03	2.499263e+00
1.361198943352590e-03	2.499408e+00
1.361654163269091e-03	2.499664e+00
1.362315084745112e-03	2.500152e+00
1.362959928109295e-03	2.500639e+00
1.363653857561061e-03	2.500970e+00
1.364208410274190e-03	2.501031e+00
1.364737551132513e-03	2.501049e+00
1.365571891752548e-03	2.500975e+00
1.366561461945702e-03	2.500430e+00
1.367464181463599e-03	2.499781e+00
1.368370734086552e-03	2.499490e+00
1.369042956017428e-03	2.499619e+00
1.369823891110771e-03	2.499878e+00
1.370615991932979e-03	2.500056e+00
1.371522489219846e-03	2.500319e+00
1.372561554673524e-03	2.500726e+00
1.373680992726043e-03	2.501158e+00
1.375374121160920e-03	2.501723e+00
1.376704366534418e-03	2.501881e+00
1.378235659621529e-03	2.501979e+00
1.379734103008559e-03	2.502367e+00
1.381256574924384e-03	2.502517e+00
1.382765821141458e-03	2.501888e+00
1.384996409766952e-03	2.500320e+00
1.387004997669819e-03	2.499137e+00
1.388881489401999e-03	2.498419e+00
1.390766419986142e-03	2.498086e+00
1.392452388718410e-03	2.498407e+00
1.393461070117931e-03	2.498973e+00
1.394409399143566e-03	2.499606e+00
1.395123685958259e-03	2.500029e+00
1.396031190766361e-03	2.500403e+00
1.396804581223493e-03	2.500568e+00
1.397588762325359e-03	2.500582e+00
1.398292298049018e-03	2.500309e+00
1.398950793549489e-03	2.499845e+00
1.399690183652627e-03	2.499449e+00
1.400285910066278e-03	2.499381e+00
1.400850455062426e-03	2.499439e+00
1.401482204425680e-03	2.499395e+00
1.401912630829642e-03	2.499179e+00
1.402353257712639e-03	2.498856e+00
1.402765562595509e-03	2.498682e+00
1.403339861174441e-03	2.498644e+00
1.403914012167850e-03	2.498548e+00
1.404566925970518e-03	2.498307e+00
1.405266478305129e-03	2.498157e+00
1.406068207381869e-03	2.498301e+00
1.407463747393210e-03	2.498873e+00
1.408500745479799e-03	2.499246e+00
1.409726023076343e-03	2.499686e+00
1.411170855222691e-03	2.500182e+00
1.412295030585099e-03	2.500155e+00
1.413387845089315e-03	2.499984e+00
1.414560865850492e-03	2.500259e+00
1.415748163817423e-03	2.500677e+00
1.416810879871112e-03	2.500537e+00
1.417687249907315e-03	2.500051e+00
1.418643081673820e-03	2.499613e+00
1.419514910665299e-03	2.499394e+00
1.420742132149326e-03	2.499305e+00
1.421693205660506e-03	2.499720e+00
1.422638098182723e-03	2.500563e+00
1.423648890173134e-03	2.501219e+00
1.424445603973178e-03	2.501200e+00
1.425098648451008e-03	2.500968e+00
1.425801240729107e-03	2.500918e+00
1.426282298105935e-03	2.501134e+00
1.426716366874358e-03	2.501445e+00
1.427187157992232e-03	2.501755e+00
1.428128740227979e-03	2.502120e+00
1.429162600901541e-03	2.501925e+00
1.430333294474313e-03	2.501200e+00
1.431421789060647e-03	2.500771e+00
1.432453869011748e-03	2.500853e+00
1.433829652400211e-03	2.501109e+00
1.435183514367231e-03	2.501055e+00
1.437260422371835e-03	2.500595e+00
1.439244805019508e-03	2.500113e+00
1.442834909001176e-03	2.499272e+00
1.446790535181566e-03	2.498200e+00
1.449128634727499e-03	2.497588e+00
1.450606047831807e-03	2.497761e+00
1.452010771007301e-03	2.498893e+00
1.453378874630822e-03	2.500340e+00
1.454353893194946e-03	2.500859e+00
1.455543706531851e-03	2.500887e+00
1.456647776751479e-03	2.500893e+00
1.458281859114762e-03	2.501001e+00
1.460378481498693e-03	2.501067e+00
1.462860679756867e-03	2.500899e+00
1.464606898586367e-03	2.500415e+00
1.465948823376826e-03	2.499877e+00
1.467238133759006e-03	2.499654e+00
1.468082707207132e-03	2.499877e+00
1.468906441940795e-03	2.500286e+00
1.469800840081940e-03	2.500676e+00
1.471065912604745e-03	2.501006e+00
1.472372240008697e-03	2.500954e+00
1.473619458139903e-03	2.500661e+00
1.475057104783681e-03	2.500346e+00
1.476793130978406e-03	2.500166e+00
1.478615023643650e-03	2.500244e+00
1.480037259840601e-03	2.500148e+00
1.481648335176381e-03	2.499784e+00
1.483168854706362e-03	2.499568e+00
1.484255838873462e-03	2.499584e+00
1.485677643014630e-03	2.499806e+00
1.486937302941387e-03	2.500005e+00
1.487878232987891e-03	2.500054e+00
1.488941183934144e-03	2.499945e+00
1.489846485079195e-03	2.499472e+00
1.490528732485379e-03	2.498919e+00
1.491274830424489e-03	2.498530e+00
1.491770656264831e-03	2.498574e+00
1.492281824490133e-03	2.498871e+00
1.492842663857306e-03	2.499192e+00
1.493583677585417e-03	2.499281e+00
1.494323393390987e-03	2.499032e+00
1.495087034673854e-03	2.498777e+00
1.495918232114789e-03	2.498863e+00
